date,net_value
2023-08-17,1.534
2023-08-18,1.5342
2023-08-21,1.535
2023-08-22,1.5352
2023-08-23,1.5354
2023-08-24,1.5354
2023-08-25,1.5352
2023-08-28,1.5346
2023-08-29,1.5341
2023-08-30,1.5341
2023-08-31,1.5343
2023-09-01,1.5338
2023-09-04,1.5326
2023-09-05,1.5324
2023-09-06,1.5316
2023-09-07,1.5303
2023-09-08,1.529
2023-09-11,1.5281
2023-09-12,1.5285
2023-09-13,1.5298
2023-09-14,1.5307
2023-09-15,1.5311
2023-09-18,1.5306
2023-09-19,1.5305
2023-09-20,1.5308
2023-09-21,1.5314
2023-09-22,1.5314
2023-09-25,1.5316
2023-09-26,1.5311
2023-09-27,1.531
2023-09-28,1.5317
2023-10-09,1.533
2023-10-10,1.5327
2023-10-11,1.5323
2023-10-12,1.5321
2023-10-13,1.5322
2023-10-16,1.5326
2023-10-17,1.5323
2023-10-18,1.5322
2023-10-19,1.5311
2023-10-20,1.531
2023-10-23,1.5314
2023-10-24,1.531
2023-10-25,1.5313
2023-10-26,1.5317
2023-10-27,1.532
2023-10-30,1.5326
2023-10-31,1.533
2023-11-01,1.5332
2023-11-02,1.5339
2023-11-03,1.5341
2023-11-06,1.5346
2023-11-07,1.5348
2023-11-08,1.535
2023-11-09,1.5354
2023-11-10,1.5357
2023-11-13,1.5363
2023-11-14,1.5365
2023-11-15,1.5369
2023-11-16,1.5374
2023-11-17,1.5379
2023-11-20,1.5383
2023-11-21,1.5384
2023-11-22,1.538
2023-11-23,1.5373
2023-11-24,1.5373
2023-11-27,1.537
2023-11-28,1.5371
2023-11-29,1.5371
2023-11-30,1.5377
2023-12-01,1.5378
2023-12-04,1.5376
2023-12-05,1.5375
2023-12-06,1.5374
2023-12-07,1.5375
2023-12-08,1.5377
2023-12-11,1.5382
2023-12-12,1.5383
2023-12-13,1.5393
2023-12-14,1.5398
2023-12-15,1.5407
2023-12-18,1.5413
2023-12-19,1.5416
2023-12-20,1.5416
2023-12-21,1.5422
2023-12-22,1.5431
2023-12-25,1.5439
2023-12-26,1.5444
2023-12-27,1.5457
2023-12-28,1.5462
2023-12-29,1.5469
2023-12-31,1.5471
2024-01-02,1.5469
2024-01-03,1.5467
2024-01-04,1.5472
2024-01-05,1.5483
2024-01-08,1.5489
2024-01-09,1.55
2024-01-10,1.5499
2024-01-11,1.55
2024-01-12,1.5496
2024-01-15,1.5501
2024-01-16,1.5501
2024-01-17,1.5507
2024-01-18,1.551
2024-01-19,1.5519
2024-01-22,1.5531
2024-01-23,1.553
2024-01-24,1.5532
2024-01-25,1.5538
2024-01-26,1.5541
2024-01-29,1.5545
2024-01-30,1.5561
2024-01-31,1.5572
2024-02-01,1.5574
2024-02-02,1.5577
2024-02-05,1.5591
2024-02-06,1.5579
2024-02-07,1.5587
2024-02-08,1.5587
2024-02-19,1.5597
2024-02-20,1.5607
2024-02-21,1.5612
2024-02-22,1.5621
2024-02-23,1.5632
2024-02-26,1.564
2024-02-27,1.5646
2024-02-28,1.5651
2024-02-29,1.566
2024-03-01,1.5649
2024-03-04,1.5653
2024-03-05,1.5654
2024-03-06,1.5662
2024-03-07,1.5665
2024-03-08,1.5666
2024-03-11,1.5662
2024-03-12,1.565
2024-03-13,1.5644
2024-03-14,1.5637
2024-03-15,1.5642
2024-03-18,1.565
2024-03-19,1.5656
2024-03-20,1.5656
2024-03-21,1.5656
2024-03-22,1.5657
2024-03-25,1.5655
2024-03-26,1.5653
2024-03-27,1.5658
2024-03-28,1.5663
2024-03-29,1.5668
2024-04-01,1.5668
2024-04-02,1.5674
2024-04-03,1.5682
2024-04-08,1.5691
2024-04-09,1.5698
2024-04-10,1.5701
2024-04-11,1.5706
2024-04-12,1.5716
2024-04-15,1.572
2024-04-16,1.5723
2024-04-17,1.5731
2024-04-18,1.5742
2024-04-19,1.5752
2024-04-22,1.5765
2024-04-23,1.5777
2024-04-24,1.5762
2024-04-25,1.5756
2024-04-26,1.5741
2024-04-29,1.5713
2024-04-30,1.5726
