date,net_value
2014-10-17,1.05
2014-10-20,1.055
2014-10-21,1.057
2014-10-22,1.058
2014-10-23,1.059
2014-10-24,1.059
2014-10-27,1.06
2014-10-28,1.061
2014-10-29,1.063
2014-10-30,1.064
2014-10-31,1.065
2014-11-03,1.068
2014-11-04,1.073
2014-11-05,1.075
2014-11-06,1.074
2014-11-07,1.078
2014-11-10,1.081
2014-11-11,1.084
2014-11-12,1.082
2014-11-13,1.081
2014-11-14,1.078
2014-11-17,1.078
2014-11-18,1.078
2014-11-19,1.077
2014-11-20,1.076
2014-11-21,1.075
2014-11-24,1.081
2014-11-25,1.081
2014-11-26,1.082
2014-11-27,1.081
2014-11-28,1.081
2014-12-01,1.081
2014-12-02,1.08
2014-12-03,1.076
2014-12-04,1.074
2014-12-05,1.071
2014-12-08,1.068
2014-12-09,1.05
2014-12-10,1.05
2014-12-11,1.052
2014-12-12,1.052
2014-12-15,1.052
2014-12-16,1.051
2014-12-17,1.05
2014-12-18,1.051
2014-12-19,1.051
2014-12-22,1.05
2014-12-23,1.05
2014-12-24,1.048
2014-12-25,1.05
2014-12-26,1.051
2014-12-29,1.052
2014-12-30,1.052
2014-12-31,1.051
2015-01-05,1.051
2015-01-06,1.051
2015-01-07,1.051
2015-01-08,1.05
2015-01-09,1.052
2015-01-12,1.052
2015-01-13,1.053
2015-01-14,1.056
2015-01-15,1.057
2015-01-16,1.059
2015-01-19,1.06
2015-01-20,1.06
2015-01-21,1.058
2015-01-22,1.06
2015-01-23,1.061
2015-01-26,1.06
2015-01-27,1.061
2015-01-28,1.061
2015-01-29,1.06
2015-01-30,1.061
2015-02-02,1.061
2015-02-03,1.06
2015-02-04,1.061
2015-02-05,1.06
2015-02-06,1.061
2015-02-09,1.061
2015-02-10,1.062
2015-02-11,1.062
2015-02-12,1.063
2015-02-13,1.063
2015-02-16,1.066
2015-02-17,1.066
2015-02-25,1.068
2015-02-26,1.068
2015-02-27,1.068
2015-03-02,1.069
2015-03-03,1.069
2015-03-04,1.069
2015-03-05,1.069
2015-03-06,1.07
2015-03-09,1.07
2015-03-10,1.07
2015-03-11,1.071
2015-03-12,1.072
2015-03-13,1.071
2015-03-16,1.071
2015-03-17,1.071
2015-03-18,1.073
2015-03-19,1.078
2015-03-20,1.078
2015-03-23,1.079
2015-03-24,1.078
2015-03-25,1.078
2015-03-26,1.076
2015-03-27,1.076
2015-03-30,1.075
2015-03-31,1.073
2015-04-01,1.072
2015-04-02,1.074
2015-04-03,1.073
2015-04-07,1.073
2015-04-08,1.071
2015-04-09,1.071
2015-04-10,1.072
2015-04-13,1.073
2015-04-14,1.074
2015-04-15,1.077
2015-04-16,1.078
2015-04-17,1.079
2015-04-20,1.084
2015-04-21,1.086
2015-04-22,1.086
2015-04-23,1.085
2015-04-24,1.085
2015-04-27,1.087
2015-04-28,1.088
2015-04-29,1.089
2015-04-30,1.09
2015-05-04,1.09
2015-05-05,1.09
2015-05-06,1.09
2015-05-07,1.09
2015-05-08,1.094
2015-05-11,1.095
2015-05-12,1.097
2015-05-13,1.1
2015-05-14,1.102
2015-05-15,1.104
2015-05-18,1.104
2015-05-19,1.102
2015-05-20,1.102
2015-05-21,1.102
2015-05-22,1.103
2015-05-25,1.103
2015-05-26,1.101
2015-05-27,1.101
2015-05-28,1.101
2015-05-29,1.1
2015-06-01,1.1
2015-06-02,1.102
2015-06-03,1.102
2015-06-04,1.102
2015-06-05,1.103
2015-06-08,1.103
2015-06-09,1.103
2015-06-10,1.103
2015-06-11,1.103
2015-06-12,1.103
2015-06-15,1.103
2015-06-16,1.104
2015-06-17,1.104
2015-06-18,1.105
2015-06-19,1.105
2015-06-23,1.105
2015-06-24,1.106
2015-06-25,1.106
2015-06-26,1.107
2015-06-29,1.108
2015-06-30,1.108
2015-07-01,1.108
2015-07-02,1.108
2015-07-03,1.109
2015-07-06,1.112
2015-07-07,1.117
2015-07-08,1.12
2015-07-09,1.118
2015-07-10,1.118
2015-07-13,1.118
2015-07-14,1.118
2015-07-15,1.12
2015-07-16,1.12
2015-07-17,1.121
2015-07-20,1.122
2015-07-21,1.123
2015-07-22,1.122
2015-07-23,1.124
2015-07-24,1.127
2015-07-27,1.128
2015-07-28,1.129
2015-07-29,1.13
2015-07-30,1.131
2015-07-31,1.131
2015-08-03,1.132
2015-08-04,1.132
2015-08-05,1.132
2015-08-06,1.133
2015-08-07,1.136
2015-08-10,1.136
2015-08-11,1.135
2015-08-12,1.135
2015-08-13,1.136
2015-08-14,1.136
2015-08-17,1.137
2015-08-18,1.137
2015-08-19,1.138
2015-08-20,1.138
2015-08-21,1.14
2015-08-24,1.141
2015-08-25,1.142
2015-08-26,1.142
2015-08-27,1.143
2015-08-28,1.143
2015-08-31,1.145
2015-09-01,1.146
2015-09-02,1.147
2015-09-07,1.147
2015-09-08,1.147
2015-09-09,1.147
2015-09-10,1.148
2015-09-11,1.148
2015-09-14,1.149
2015-09-15,1.149
2015-09-16,1.15
2015-09-17,1.15
2015-09-18,1.151
2015-09-21,1.151
2015-09-22,1.151
2015-09-23,1.151
2015-09-24,1.151
2015-09-25,1.151
2015-09-28,1.152
2015-09-29,1.153
2015-09-30,1.154
2015-10-08,1.155
2015-10-09,1.156
2015-10-12,1.157
2015-10-13,1.158
2015-10-14,1.16
2015-10-15,1.161
2015-10-16,1.16
2015-10-19,1.161
2015-10-20,1.162
2015-10-21,1.163
2015-10-22,1.164
2015-10-23,1.164
2015-10-26,1.167
2015-10-27,1.168
2015-10-28,1.169
2015-10-29,1.168
2015-10-30,1.168
2015-11-02,1.169
2015-11-03,1.168
2015-11-04,1.167
2015-11-05,1.167
2015-11-06,1.167
2015-11-09,1.163
2015-11-10,1.162
2015-11-11,1.163
2015-11-12,1.163
2015-11-13,1.163
2015-11-16,1.163
2015-11-17,1.163
2015-11-18,1.163
2015-11-19,1.162
2015-11-20,1.163
2015-11-23,1.163
2015-11-24,1.164
2015-11-25,1.165
2015-11-26,1.166
2015-11-27,1.166
2015-11-30,1.167
2015-12-01,1.168
2015-12-02,1.168
2015-12-03,1.17
2015-12-04,1.171
2015-12-07,1.173
2015-12-08,1.174
2015-12-09,1.174
2015-12-10,1.175
2015-12-11,1.175
2015-12-14,1.175
2015-12-15,1.175
2015-12-16,1.175
2015-12-17,1.176
2015-12-18,1.177
2015-12-21,1.179
2015-12-22,1.181
2015-12-23,1.181
2015-12-24,1.182
2015-12-25,1.183
2015-12-28,1.184
2015-12-29,1.184
2015-12-30,1.185
2015-12-31,1.185
2016-01-04,1.185
2016-01-05,1.184
2016-01-06,1.184
2016-01-07,1.185
2016-01-08,1.186
2016-01-11,1.187
2016-01-12,1.188
2016-01-13,1.19
2016-01-14,1.191
2016-01-15,1.191
2016-01-18,1.191
2016-01-19,1.19
2016-01-20,1.19
2016-01-21,1.189
2016-01-22,1.191
2016-01-25,1.189
2016-01-26,1.188
2016-01-27,1.186
2016-01-28,1.185
2016-01-29,1.187
2016-02-01,1.187
2016-02-02,1.187
2016-02-03,1.186
2016-02-04,1.186
2016-02-05,1.187
2016-02-15,1.189
2016-02-16,1.189
2016-02-17,1.189
2016-02-18,1.189
2016-02-19,1.19
2016-02-22,1.191
2016-02-23,1.191
2016-02-24,1.191
2016-02-25,1.191
2016-02-26,1.191
2016-02-29,1.192
2016-03-01,1.193
2016-03-02,1.193
2016-03-03,1.193
2016-03-04,1.193
2016-03-07,1.194
2016-03-08,1.195
2016-03-09,1.196
2016-03-10,1.197
2016-03-11,1.197
2016-03-14,1.198
2016-03-15,1.198
2016-03-16,1.198
2016-03-17,1.199
2016-03-18,1.199
2016-03-21,1.199
2016-03-22,1.2
2016-03-23,1.2
2016-03-24,1.2
2016-03-25,1.2
2016-03-28,1.2
2016-03-29,1.2
2016-03-30,1.2
2016-03-31,1.2
2016-04-01,1.201
2016-04-05,1.201
2016-04-06,1.201
2016-04-07,1.201
2016-04-08,1.2
2016-04-11,1.2
2016-04-12,1.199
2016-04-13,1.198
2016-04-14,1.196
2016-04-15,1.195
2016-04-18,1.196
2016-04-19,1.195
2016-04-20,1.195
2016-04-21,1.193
2016-04-22,1.191
2016-04-25,1.188
2016-04-26,1.186
2016-04-27,1.187
2016-04-28,1.188
2016-04-29,1.188
2016-05-03,1.189
2016-05-04,1.19
2016-05-05,1.19
2016-05-06,1.191
2016-05-09,1.192
2016-05-10,1.193
2016-05-11,1.194
2016-05-12,1.194
2016-05-13,1.195
2016-05-16,1.196
2016-05-17,1.196
2016-05-18,1.196
2016-05-19,1.196
2016-05-20,1.196
2016-05-23,1.196
2016-05-24,1.196
2016-05-25,1.197
2016-05-26,1.197
2016-05-27,1.197
2016-05-30,1.198
2016-05-31,1.198
2016-06-01,1.198
2016-06-02,1.197
2016-06-03,1.198
2016-06-06,1.198
2016-06-07,1.198
2016-06-08,1.198
2016-06-13,1.199
2016-06-14,1.2
2016-06-15,1.2
2016-06-16,1.201
2016-06-17,1.201
2016-06-20,1.202
2016-06-21,1.202
2016-06-22,1.203
2016-06-23,1.203
2016-06-24,1.204
2016-06-27,1.205
2016-06-28,1.206
2016-06-29,1.206
2016-06-30,1.207
2016-07-01,1.208
2016-07-04,1.209
2016-07-05,1.209
2016-07-06,1.21
2016-07-07,1.211
2016-07-08,1.212
2016-07-11,1.212
2016-07-12,1.212
2016-07-13,1.213
2016-07-14,1.213
2016-07-15,1.214
2016-07-18,1.215
2016-07-19,1.215
2016-07-20,1.216
2016-07-21,1.218
2016-07-22,1.218
2016-07-25,1.217
2016-07-26,1.218
2016-07-27,1.218
2016-07-28,1.219
2016-07-29,1.22
2016-08-01,1.22
2016-08-02,1.221
2016-08-03,1.221
2016-08-04,1.221
2016-08-05,1.222
2016-08-08,1.223
2016-08-09,1.224
2016-08-10,1.225
2016-08-11,1.225
2016-08-12,1.226
2016-08-15,1.227
2016-08-16,1.227
2016-08-17,1.227
2016-08-18,1.227
2016-08-19,1.227
2016-08-22,1.227
2016-08-23,1.227
2016-08-24,1.226
2016-08-25,1.226
2016-08-26,1.228
2016-08-29,1.228
2016-08-30,1.227
2016-08-31,1.228
2016-09-01,1.228
2016-09-02,1.229
2016-09-05,1.229
2016-09-06,1.229
2016-09-07,1.229
2016-09-08,1.229
2016-09-09,1.231
2016-09-12,1.23
2016-09-13,1.231
2016-09-14,1.231
2016-09-19,1.232
2016-09-20,1.232
2016-09-21,1.232
2016-09-22,1.233
2016-09-23,1.233
2016-09-26,1.234
2016-09-27,1.235
2016-09-28,1.235
2016-09-29,1.235
2016-09-30,1.235
2016-10-10,1.237
2016-10-11,1.237
2016-10-12,1.237
2016-10-13,1.238
2016-10-14,1.238
2016-10-17,1.239
2016-10-18,1.239
2016-10-19,1.239
2016-10-20,1.24
2016-10-21,1.24
2016-10-24,1.24
2016-10-25,1.24
2016-10-26,1.239
2016-10-27,1.238
2016-10-28,1.239
2016-10-31,1.238
2016-11-01,1.238
2016-11-02,1.239
2016-11-03,1.239
2016-11-04,1.239
2016-11-07,1.239
2016-11-08,1.239
2016-11-09,1.239
2016-11-10,1.239
2016-11-11,1.238
2016-11-14,1.237
2016-11-15,1.237
2016-11-16,1.236
2016-11-17,1.235
2016-11-18,1.235
2016-11-21,1.235
2016-11-22,1.235
2016-11-23,1.235
2016-11-24,1.235
2016-11-25,1.235
2016-11-28,1.235
2016-11-29,1.234
2016-11-30,1.232
2016-12-01,1.23
2016-12-02,1.229
2016-12-05,1.229
2016-12-06,1.227
2016-12-07,1.226
2016-12-08,1.227
2016-12-09,1.227
2016-12-12,1.226
2016-12-13,1.224
2016-12-14,1.222
2016-12-15,1.217
2016-12-16,1.216
2016-12-19,1.214
2016-12-20,1.211
2016-12-21,1.211
2016-12-22,1.213
2016-12-23,1.215
2016-12-26,1.216
2016-12-27,1.217
2016-12-28,1.218
2016-12-29,1.219
2016-12-30,1.221
2016-12-31,1.221
2017-01-03,1.222
2017-01-04,1.223
2017-01-05,1.223
2017-01-06,1.223
2017-01-09,1.223
2017-01-10,1.224
2017-01-11,1.225
2017-01-12,1.226
2017-01-13,1.226
2017-01-16,1.227
2017-01-17,1.225
2017-01-18,1.224
2017-01-19,1.223
2017-01-20,1.224
2017-01-23,1.225
2017-01-24,1.225
2017-01-25,1.224
2017-01-26,1.225
2017-02-03,1.224
2017-02-06,1.223
2017-02-07,1.222
2017-02-08,1.221
2017-02-09,1.222
2017-02-10,1.222
2017-02-13,1.222
2017-02-14,1.223
2017-02-15,1.223
2017-02-16,1.223
2017-02-17,1.223
2017-02-20,1.223
2017-02-21,1.224
2017-02-22,1.224
2017-02-23,1.224
2017-02-24,1.224
2017-02-27,1.225
2017-02-28,1.225
2017-03-01,1.225
2017-03-02,1.225
2017-03-03,1.224
2017-03-06,1.224
2017-03-07,1.224
2017-03-08,1.224
2017-03-09,1.223
2017-03-10,1.223
2017-03-13,1.223
2017-03-14,1.222
2017-03-15,1.223
2017-03-16,1.224
2017-03-17,1.224
2017-03-20,1.224
2017-03-21,1.224
2017-03-22,1.224
2017-03-23,1.225
2017-03-24,1.226
2017-03-27,1.227
2017-03-28,1.228
2017-03-29,1.228
2017-03-30,1.228
2017-03-31,1.228
2017-04-05,1.229
2017-04-06,1.229
2017-04-07,1.23
2017-04-10,1.23
2017-04-11,1.231
2017-04-12,1.231
2017-04-13,1.231
2017-04-14,1.23
2017-04-17,1.229
2017-04-18,1.229
2017-04-19,1.228
2017-04-20,1.227
2017-04-21,1.226
2017-04-24,1.225
2017-04-25,1.225
2017-04-26,1.225
2017-04-27,1.225
2017-04-28,1.226
2017-05-02,1.226
2017-05-03,1.226
2017-05-04,1.225
2017-05-05,1.225
2017-05-08,1.224
2017-05-09,1.224
2017-05-10,1.222
2017-05-11,1.221
2017-05-12,1.221
2017-05-15,1.222
2017-05-16,1.221
2017-05-17,1.221
2017-05-18,1.221
2017-05-19,1.221
2017-05-22,1.221
2017-05-23,1.221
2017-05-24,1.221
2017-05-25,1.221
2017-05-26,1.221
2017-05-31,1.222
2017-06-01,1.221
2017-06-02,1.222
2017-06-05,1.222
2017-06-06,1.222
2017-06-07,1.222
2017-06-08,1.222
2017-06-09,1.222
2017-06-12,1.223
2017-06-13,1.224
2017-06-14,1.226
2017-06-15,1.226
2017-06-16,1.227
2017-06-19,1.23
2017-06-20,1.231
2017-06-21,1.231
2017-06-22,1.231
2017-06-23,1.232
2017-06-26,1.233
2017-06-27,1.234
2017-06-28,1.234
2017-06-29,1.235
2017-06-30,1.235
2017-07-03,1.235
2017-07-04,1.236
2017-07-05,1.236
2017-07-06,1.237
2017-07-07,1.237
2017-07-10,1.238
2017-07-11,1.238
2017-07-12,1.239
2017-07-13,1.239
2017-07-14,1.24
2017-07-17,1.241
2017-07-18,1.24
2017-07-19,1.239
2017-07-20,1.239
2017-07-21,1.239
2017-07-24,1.239
2017-07-25,1.238
2017-07-26,1.238
2017-07-27,1.238
2017-07-28,1.238
2017-07-31,1.238
2017-08-01,1.238
2017-08-02,1.238
2017-08-03,1.238
2017-08-04,1.239
2017-08-07,1.238
2017-08-08,1.238
2017-08-09,1.238
2017-08-10,1.238
2017-08-11,1.238
2017-08-14,1.239
2017-08-15,1.239
2017-08-16,1.239
2017-08-17,1.239
2017-08-18,1.239
2017-08-21,1.238
2017-08-22,1.238
2017-08-23,1.238
2017-08-24,1.237
2017-08-25,1.237
2017-08-28,1.237
2017-08-29,1.236
2017-08-30,1.235
2017-08-31,1.235
2017-09-01,1.236
2017-09-04,1.236
2017-09-05,1.236
2017-09-06,1.236
2017-09-07,1.237
2017-09-08,1.238
2017-09-11,1.239
2017-09-12,1.239
2017-09-13,1.239
2017-09-14,1.24
2017-09-15,1.24
2017-09-18,1.24
2017-09-19,1.241
2017-09-20,1.241
2017-09-21,1.241
2017-09-22,1.241
2017-09-25,1.241
2017-09-26,1.241
2017-09-27,1.241
2017-09-28,1.241
2017-09-29,1.242
2017-10-09,1.242
2017-10-10,1.242
2017-10-11,1.243
2017-10-12,1.242
2017-10-13,1.243
2017-10-16,1.242
2017-10-17,1.241
2017-10-18,1.241
2017-10-19,1.242
2017-10-20,1.242
2017-10-23,1.242
2017-10-24,1.242
2017-10-25,1.241
2017-10-26,1.24
2017-10-27,1.239
2017-10-30,1.236
2017-10-31,1.236
2017-11-01,1.237
2017-11-02,1.236
2017-11-03,1.236
2017-11-06,1.236
2017-11-07,1.235
2017-11-08,1.235
2017-11-09,1.235
2017-11-10,1.235
2017-11-13,1.233
2017-11-14,1.232
2017-11-15,1.232
2017-11-16,1.233
2017-11-17,1.233
2017-11-20,1.233
2017-11-21,1.232
2017-11-22,1.228
2017-11-23,1.227
2017-11-24,1.229
2017-11-27,1.229
2017-11-28,1.228
2017-11-29,1.229
2017-11-30,1.229
2017-12-01,1.229
2017-12-04,1.23
2017-12-05,1.231
2017-12-06,1.232
2017-12-07,1.232
2017-12-08,1.232
2017-12-11,1.231
2017-12-12,1.231
2017-12-13,1.231
2017-12-14,1.232
2017-12-15,1.232
2017-12-18,1.232
2017-12-19,1.232
2017-12-20,1.232
2017-12-21,1.231
2017-12-22,1.231
2017-12-25,1.232
2017-12-26,1.232
2017-12-27,1.232
2017-12-28,1.232
2017-12-29,1.232
2017-12-31,1.233
2018-01-02,1.234
2018-01-03,1.235
2018-01-04,1.235
2018-01-05,1.235
2018-01-08,1.236
2018-01-09,1.236
2018-01-10,1.237
2018-01-11,1.236
2018-01-12,1.236
2018-01-15,1.237
2018-01-16,1.237
2018-01-17,1.237
2018-01-18,1.237
2018-01-19,1.237
2018-01-22,1.237
2018-01-23,1.237
2018-01-24,1.237
2018-01-25,1.238
2018-01-26,1.238
2018-01-29,1.238
2018-01-30,1.238
2018-01-31,1.239
2018-02-01,1.239
2018-02-02,1.239
2018-02-05,1.24
2018-02-06,1.241
2018-02-07,1.241
2018-02-08,1.241
2018-02-09,1.241
2018-02-12,1.242
2018-02-13,1.243
2018-02-14,1.243
2018-02-22,1.245
2018-02-23,1.245
2018-02-26,1.246
2018-02-27,1.246
2018-02-28,1.246
2018-03-01,1.247
2018-03-02,1.247
2018-03-05,1.247
2018-03-06,1.248
2018-03-07,1.248
2018-03-08,1.249
2018-03-09,1.249
2018-03-12,1.249
2018-03-13,1.249
2018-03-14,1.249
2018-03-15,1.249
2018-03-16,1.249
2018-03-19,1.25
2018-03-20,1.25
2018-03-21,1.251
2018-03-22,1.252
2018-03-23,1.254
2018-03-26,1.255
2018-03-27,1.254
2018-03-28,1.255
2018-03-29,1.255
2018-03-30,1.256
2018-04-02,1.257
2018-04-03,1.258
2018-04-04,1.26
2018-04-09,1.262
2018-04-10,1.262
2018-04-11,1.263
2018-04-12,1.263
2018-04-13,1.263
2018-04-16,1.264
2018-04-17,1.265
2018-04-18,1.271
2018-04-19,1.27
2018-04-20,1.27
2018-04-23,1.269
2018-04-24,1.269
2018-04-25,1.268
2018-04-26,1.268
2018-04-27,1.268
2018-05-02,1.267
2018-05-03,1.267
2018-05-04,1.267
2018-05-07,1.268
2018-05-08,1.268
2018-05-09,1.267
2018-05-10,1.267
2018-05-11,1.266
2018-05-14,1.267
2018-05-15,1.267
2018-05-16,1.266
2018-05-17,1.266
2018-05-18,1.265
2018-05-21,1.265
2018-05-22,1.266
2018-05-23,1.266
2018-05-24,1.266
2018-05-25,1.267
2018-05-28,1.267
2018-05-29,1.266
2018-05-30,1.267
2018-05-31,1.266
2018-06-01,1.266
2018-06-04,1.266
2018-06-05,1.266
2018-06-06,1.267
2018-06-07,1.267
2018-06-08,1.267
2018-06-11,1.267
2018-06-12,1.267
2018-06-13,1.268
2018-06-14,1.268
2018-06-15,1.268
2018-06-19,1.269
2018-06-20,1.27
2018-06-21,1.271
2018-06-22,1.271
2018-06-25,1.272
2018-06-26,1.271
2018-06-27,1.273
2018-06-28,1.274
2018-06-29,1.275
2018-06-30,1.275
2018-07-02,1.278
2018-07-03,1.278
2018-07-04,1.279
2018-07-05,1.281
2018-07-06,1.281
2018-07-09,1.281
2018-07-10,1.281
2018-07-11,1.281
2018-07-12,1.282
2018-07-13,1.282
2018-07-16,1.282
2018-07-17,1.283
2018-07-18,1.284
2018-07-19,1.286
2018-07-20,1.286
2018-07-23,1.288
2018-07-24,1.288
2018-07-25,1.289
2018-07-26,1.29
2018-07-27,1.291
2018-07-30,1.293
2018-07-31,1.295
2018-08-01,1.295
2018-08-02,1.296
